transaction_id,transaction_date,merchant,payment_gateway,payment_method,amount,status,failure_reason,gateway_fee,settlement_amount,settlement_date,reconciliation_status
228,2026-02-06,QuickMart,Razorpay,Card,9723.88,FAILED,Insufficient funds,126.68,0,,NOT_APPLICABLE
229,2026-02-23,StyleKart,Razorpay,Wallet,13245.45,SUCCESS,,222.78,13022.67,2026-02-23,RECONCILED
230,2026-01-05,TravelNow,Razorpay,NetBanking,238.08,SUCCESS,,2.21,235.87,2026-01-07,RECONCILED
231,2026-01-18,StyleKart,Cashfree,UPI,12780.79,SUCCESS,,127.3,12653.49,2026-01-20,RECONCILED
232,2026-01-24,TravelNow,PayU,Card,309.85,SUCCESS,,2.36,307.49,2026-01-26,RECONCILED
233,2026-03-07,QuickMart,Razorpay,Card,4986.11,SUCCESS,,98.35,4887.76,2026-03-08,RECONCILED
234,2026-01-01,StyleKart,PayU,NetBanking,3985.7,SUCCESS,,37.98,3947.72,2026-01-03,RECONCILED
235,2026-03-25,StyleKart,Razorpay,Wallet,5457.33,SUCCESS,,52.4,5404.93,2026-03-26,RECONCILED
236,2026-03-30,QuickMart,PayU,NetBanking,1849.49,FAILED,Bank timeout,26.3,0,,NOT_APPLICABLE
237,2026-03-03,QuickMart,PayU,Wallet,2382.46,SUCCESS,,37.0,2345.46,2026-03-04,RECONCILED
238,2026-02-01,MediPlus,Razorpay,Wallet,10237.09,SUCCESS,,132.29,10104.8,2026-02-02,RECONCILED
239,2026-01-15,QuickMart,Cashfree,Card,1020.19,SUCCESS,,7.62,1012.57,2026-01-17,RECONCILED
240,2026-03-16,TravelNow,Stripe,UPI,7383.54,FAILED,Limit exceeded,87.14,0,,NOT_APPLICABLE
241,2026-02-28,MediPlus,PayU,UPI,8502.28,SUCCESS,,93.01,8409.27,2026-02-28,RECONCILED
242,2026-01-10,TravelNow,Razorpay,UPI,774.82,SUCCESS,,14.74,760.08,2026-01-10,RECONCILED
243,2026-01-05,TravelNow,Cashfree,Wallet,4377.65,SUCCESS,,46.48,4331.17,2026-01-06,RECONCILED
244,2026-02-18,TravelNow,Cashfree,NetBanking,1295.72,PENDING,Limit exceeded,8.78,0,,NOT_APPLICABLE
245,2026-03-09,MediPlus,Razorpay,UPI,1997.47,PENDING,Technical error,39.3,0,,NOT_APPLICABLE
246,2026-02-24,QuickMart,Cashfree,Wallet,8025.81,FAILED,Invalid credentials,81.8,0,,NOT_APPLICABLE
247,2026-01-15,TravelNow,Razorpay,Card,580.04,SUCCESS,,4.69,575.35,2026-01-15,RECONCILED
248,2026-03-18,MediPlus,Cashfree,UPI,10113.15,FAILED,Bank timeout,111.59,0,,NOT_APPLICABLE
249,2026-01-28,MediPlus,Cashfree,NetBanking,11340.35,SUCCESS,,96.53,11243.82,2026-01-30,RECONCILED
250,2026-03-18,TravelNow,Cashfree,NetBanking,11610.82,SUCCESS,,210.67,11400.15,2026-03-20,RECONCILED
251,2026-02-08,TravelNow,Cashfree,Wallet,4199.79,SUCCESS,,56.02,4143.77,2026-02-08,RECONCILED
252,2026-03-09,QuickMart,Cashfree,NetBanking,4849.14,SUCCESS,,51.63,4797.51,2026-03-11,RECONCILED
253,2026-02-08,QuickMart,Stripe,UPI,12877.36,SUCCESS,,173.02,12704.34,2026-02-09,RECONCILED
254,2026-02-19,QuickMart,Razorpay,Wallet,3718.59,SUCCESS,,65.85,3652.74,2026-02-19,RECONCILED
255,2026-01-07,MediPlus,Razorpay,UPI,4100.08,SUCCESS,,32.07,4068.01,2026-01-09,RECONCILED
256,2026-01-28,QuickMart,PayU,NetBanking,7242.97,FAILED,Insufficient funds,140.19,0,,NOT_APPLICABLE
257,2026-01-25,QuickMart,Stripe,Card,14434.96,SUCCESS,,222.79,14212.17,2026-01-27,RECONCILED
258,2026-03-12,TravelNow,Stripe,NetBanking,4892.06,SUCCESS,,47.09,4844.97,2026-03-13,RECONCILED
259,2026-03-01,StyleKart,Stripe,NetBanking,1569.26,PENDING,Invalid credentials,29.37,0,,NOT_APPLICABLE
260,2026-02-22,MediPlus,Cashfree,UPI,781.16,FAILED,Limit exceeded,6.96,0,,NOT_APPLICABLE
261,2026-02-23,StyleKart,Cashfree,Wallet,4498.37,SUCCESS,,60.94,4437.43,2026-02-23,RECONCILED
262,2026-02-02,MediPlus,Stripe,Wallet,11474.07,SUCCESS,,86.33,11387.74,2026-02-03,RECONCILED
263,2026-03-04,FoodHub,Razorpay,UPI,2842.31,FAILED,Insufficient funds,49.98,0,,NOT_APPLICABLE
264,2026-01-01,QuickMart,Cashfree,UPI,6244.64,FAILED,Insufficient funds,97.46,0,,NOT_APPLICABLE
265,2026-03-06,FoodHub,Stripe,Wallet,6894.54,SUCCESS,,36.1,6858.44,2026-03-08,RECONCILED
266,2026-01-03,QuickMart,PayU,UPI,7988.32,SUCCESS,,100.12,7888.2,2026-01-05,RECONCILED
267,2026-01-14,StyleKart,Cashfree,Card,13778.93,SUCCESS,,196.99,13581.94,2026-01-15,RECONCILED
268,2026-02-20,StyleKart,Stripe,Card,1277.39,PENDING,Bank timeout,25.36,0,,NOT_APPLICABLE
269,2026-03-29,FoodHub,Razorpay,UPI,12438.12,SUCCESS,,137.8,12300.32,2026-03-30,RECONCILED
270,2026-03-23,FoodHub,Stripe,Wallet,240.81,SUCCESS,,3.53,237.28,2026-03-24,RECONCILED
271,2026-03-09,StyleKart,Stripe,NetBanking,13795.37,SUCCESS,,78.61,13716.76,2026-03-09,RECONCILED
272,2026-03-11,TravelNow,PayU,UPI,8496.3,SUCCESS,,165.02,8331.28,2026-03-13,RECONCILED
273,2026-01-10,FoodHub,Stripe,NetBanking,4559.23,SUCCESS,,49.05,4510.18,2026-01-12,RECONCILED
274,2026-03-06,MediPlus,Razorpay,Wallet,11207.3,SUCCESS,,95.06,11112.24,2026-03-06,RECONCILED
275,2026-03-18,StyleKart,Razorpay,NetBanking,6010.88,SUCCESS,,100.7,5910.18,2026-03-19,RECONCILED
276,2026-03-12,FoodHub,Stripe,UPI,14123.03,SUCCESS,,234.2,13888.83,2026-03-13,RECONCILED
277,2026-01-11,StyleKart,Cashfree,Wallet,4092.78,SUCCESS,,39.91,4052.87,2026-01-11,RECONCILED
278,2026-02-26,MediPlus,Cashfree,UPI,5462.77,SUCCESS,,42.67,5420.1,2026-02-27,RECONCILED
279,2026-02-22,TravelNow,Razorpay,NetBanking,1639.06,SUCCESS,,29.43,1609.63,2026-02-22,RECONCILED
280,2026-01-11,StyleKart,Cashfree,Card,10900.17,SUCCESS,,166.55,10733.62,2026-01-11,RECONCILED
281,2026-02-04,StyleKart,Stripe,NetBanking,7447.55,SUCCESS,,84.28,7363.27,2026-02-05,RECONCILED
282,2026-02-02,TravelNow,Stripe,Card,14168.91,SUCCESS,,168.16,14000.75,2026-02-02,RECONCILED
283,2026-02-12,QuickMart,PayU,Wallet,12640.04,SUCCESS,,126.67,12513.37,2026-02-14,RECONCILED
284,2026-02-08,StyleKart,Cashfree,Wallet,4877.91,FAILED,Technical error,47.38,0,,NOT_APPLICABLE
285,2026-02-07,MediPlus,Cashfree,NetBanking,11049.63,SUCCESS,,117.58,10932.05,2026-02-08,RECONCILED
286,2026-01-26,StyleKart,Razorpay,Wallet,8924.18,SUCCESS,,170.85,8753.33,2026-01-26,RECONCILED
287,2026-03-30,QuickMart,Stripe,Wallet,1130.46,FAILED,Invalid credentials,8.01,0,,NOT_APPLICABLE
288,2026-02-02,TravelNow,Stripe,UPI,9914.08,SUCCESS,,116.35,9797.73,2026-02-04,RECONCILED
289,2026-03-10,MediPlus,Stripe,UPI,7648.53,FAILED,Invalid credentials,128.96,0,,NOT_APPLICABLE
290,2026-03-18,TravelNow,Cashfree,NetBanking,9608.89,SUCCESS,,72.02,9536.87,2026-03-20,RECONCILED
291,2026-02-12,MediPlus,Razorpay,UPI,14489.18,SUCCESS,,128.68,14360.5,2026-02-14,RECONCILED
292,2026-03-16,MediPlus,PayU,Wallet,10346.2,SUCCESS,,123.6,10222.6,2026-03-18,RECONCILED
293,2026-01-20,QuickMart,Razorpay,NetBanking,5240.01,SUCCESS,,58.9,5181.11,2026-01-20,RECONCILED
294,2026-02-14,TravelNow,Cashfree,Wallet,4747.17,SUCCESS,,48.54,4698.63,2026-02-14,RECONCILED
295,2026-02-10,QuickMart,Razorpay,UPI,1100.9,SUCCESS,,19.53,1081.37,2026-02-12,RECONCILED
296,2026-02-01,QuickMart,PayU,Wallet,7788.31,SUCCESS,,150.91,7637.4,2026-02-01,RECONCILED
297,2026-01-24,QuickMart,Razorpay,Card,9643.14,SUCCESS,,113.25,9529.89,2026-01-25,RECONCILED
298,2026-01-27,StyleKart,Razorpay,UPI,4247.34,SUCCESS,,72.17,4175.17,2026-01-29,RECONCILED
299,2026-01-26,FoodHub,Stripe,NetBanking,6917.5,SUCCESS,,96.53,6820.97,2026-01-28,RECONCILED
300,2026-02-14,QuickMart,Cashfree,NetBanking,5344.58,SUCCESS,,100.37,5244.21,2026-02-16,RECONCILED
301,2026-02-10,MediPlus,Cashfree,NetBanking,1856.14,SUCCESS,,28.59,1827.55,2026-02-12,RECONCILED
302,2026-01-18,QuickMart,Stripe,Card,8664.61,SUCCESS,,115.44,8549.17,2026-01-19,RECONCILED
303,2026-02-10,MediPlus,PayU,UPI,12645.58,SUCCESS,,155.15,12490.43,2026-02-10,RECONCILED
304,2026-03-06,FoodHub,Stripe,Wallet,9830.74,SUCCESS,,153.87,9676.87,2026-03-07,RECONCILED
305,2026-03-14,TravelNow,PayU,UPI,559.82,SUCCESS,,5.11,554.71,2026-03-16,RECONCILED
306,2026-03-14,StyleKart,Razorpay,UPI,11163.52,SUCCESS,,100.68,11062.84,2026-03-16,RECONCILED
307,2026-03-11,QuickMart,Stripe,Card,12356.9,SUCCESS,,245.24,12111.66,2026-03-11,RECONCILED
308,2026-02-08,FoodHub,PayU,NetBanking,13134.67,SUCCESS,,235.54,12899.13,2026-02-08,RECONCILED
309,2026-01-31,QuickMart,PayU,Wallet,3227.18,SUCCESS,,24.17,3203.01,2026-01-31,RECONCILED
310,2026-01-08,StyleKart,Cashfree,NetBanking,8594.11,SUCCESS,,169.18,8424.93,2026-01-09,RECONCILED
311,2026-03-07,StyleKart,Razorpay,Card,14783.78,SUCCESS,,287.42,14496.36,2026-03-08,RECONCILED
312,2026-03-25,TravelNow,Cashfree,Card,1990.63,FAILED,Bank timeout,31.2,0,,NOT_APPLICABLE
313,2026-03-04,FoodHub,Stripe,Wallet,2218.36,SUCCESS,,26.13,2192.23,2026-03-06,RECONCILED
314,2026-02-21,FoodHub,PayU,Wallet,7782.64,SUCCESS,,149.85,7632.79,2026-02-22,RECONCILED
315,2026-02-28,TravelNow,Razorpay,Wallet,9559.12,SUCCESS,,79.03,9480.09,2026-03-01,RECONCILED
316,2026-02-04,FoodHub,Cashfree,Wallet,4910.69,SUCCESS,,82.62,4828.07,2026-02-06,RECONCILED
317,2026-01-13,TravelNow,Razorpay,UPI,9430.07,FAILED,Bank timeout,178.62,0,,NOT_APPLICABLE
318,2026-02-28,QuickMart,Cashfree,Card,110.07,PENDING,Invalid credentials,2.01,0,,NOT_APPLICABLE
319,2026-02-05,TravelNow,Razorpay,NetBanking,1490.77,SUCCESS,,22.31,1468.46,2026-02-07,RECONCILED
320,2026-03-22,QuickMart,Cashfree,Wallet,4652.09,SUCCESS,,69.0,4583.09,2026-03-24,RECONCILED
321,2026-03-03,TravelNow,Stripe,UPI,1261.29,SUCCESS,,6.46,1254.83,2026-03-04,RECONCILED
322,2026-03-30,StyleKart,Stripe,UPI,2069.41,SUCCESS,,33.03,2036.38,2026-03-30,RECONCILED
323,2026-02-08,QuickMart,Cashfree,Card,2143.23,SUCCESS,,12.92,2130.31,2026-02-10,UNRECONCILED
324,2026-02-26,FoodHub,Cashfree,Wallet,5332.7,SUCCESS,,75.94,5256.76,2026-02-27,RECONCILED
325,2026-01-13,QuickMart,Stripe,NetBanking,2186.2,SUCCESS,,42.52,2143.68,2026-01-14,RECONCILED
326,2026-02-05,QuickMart,PayU,UPI,9704.85,SUCCESS,,171.95,9532.9,2026-02-07,RECONCILED
327,2026-03-08,FoodHub,Stripe,NetBanking,9143.21,SUCCESS,,134.34,9008.87,2026-03-08,RECONCILED
328,2026-01-31,MediPlus,Razorpay,NetBanking,7543.78,SUCCESS,,143.4,7400.38,2026-01-31,RECONCILED
329,2026-02-23,QuickMart,Stripe,UPI,5544.65,SUCCESS,,29.11,5515.54,2026-02-23,UNRECONCILED
330,2026-01-06,TravelNow,Stripe,NetBanking,13846.43,FAILED,Limit exceeded,199.78,0,,NOT_APPLICABLE
331,2026-02-24,QuickMart,Cashfree,NetBanking,10556.98,SUCCESS,,66.02,10490.96,2026-02-24,RECONCILED
332,2026-01-20,QuickMart,Razorpay,NetBanking,8092.21,SUCCESS,,125.27,7966.94,2026-01-22,RECONCILED
333,2026-01-08,StyleKart,Razorpay,Wallet,3742.75,FAILED,Insufficient funds,53.09,0,,NOT_APPLICABLE
334,2026-03-27,TravelNow,Razorpay,UPI,11151.23,SUCCESS,,174.17,10977.06,2026-03-29,UNRECONCILED
335,2026-02-14,StyleKart,PayU,Card,7892.78,SUCCESS,,83.49,7809.29,2026-02-16,RECONCILED
336,2026-01-16,MediPlus,Stripe,NetBanking,11594.31,SUCCESS,,149.08,11445.23,2026-01-17,RECONCILED
337,2026-03-22,QuickMart,PayU,UPI,1248.34,SUCCESS,,15.6,1232.74,2026-03-24,RECONCILED
338,2026-02-02,FoodHub,Razorpay,Card,11622.6,FAILED,Insufficient funds,187.26,0,,NOT_APPLICABLE
339,2026-01-02,TravelNow,Stripe,Card,3743.82,SUCCESS,,28.77,3715.05,2026-01-02,RECONCILED
340,2026-01-29,MediPlus,PayU,NetBanking,4894.85,SUCCESS,,85.12,4809.73,2026-01-31,RECONCILED
341,2026-03-28,StyleKart,Razorpay,Wallet,13538.92,SUCCESS,,81.69,13457.23,2026-03-29,RECONCILED
342,2026-02-11,QuickMart,PayU,Card,1387.14,SUCCESS,,13.0,1374.14,2026-02-12,RECONCILED
343,2026-03-01,FoodHub,Cashfree,Card,5587.28,PENDING,Technical error,40.56,0,,NOT_APPLICABLE
344,2026-01-30,StyleKart,Razorpay,NetBanking,8169.02,SUCCESS,,41.02,8128.0,2026-02-01,RECONCILED
345,2026-01-14,StyleKart,Stripe,Wallet,3157.4,PENDING,Bank timeout,61.31,0,,NOT_APPLICABLE
346,2026-01-12,FoodHub,Stripe,NetBanking,754.11,SUCCESS,,8.96,745.15,2026-01-14,RECONCILED
347,2026-03-06,StyleKart,Razorpay,UPI,2089.36,SUCCESS,,24.08,2065.28,2026-03-06,RECONCILED
348,2026-02-10,QuickMart,PayU,NetBanking,13898.03,SUCCESS,,163.88,13734.15,2026-02-10,RECONCILED
349,2026-01-18,FoodHub,Cashfree,UPI,11721.06,SUCCESS,,87.51,11633.55,2026-01-19,RECONCILED
350,2026-03-10,StyleKart,Stripe,NetBanking,5438.48,SUCCESS,,64.99,5373.49,2026-03-10,RECONCILED
351,2026-03-31,TravelNow,PayU,Card,9089.21,SUCCESS,,57.88,9031.33,2026-03-31,RECONCILED
352,2026-03-07,MediPlus,Cashfree,UPI,829.36,SUCCESS,,15.99,813.37,2026-03-08,RECONCILED
353,2026-02-01,TravelNow,Cashfree,UPI,1511.41,SUCCESS,,7.83,1503.58,2026-02-01,RECONCILED
354,2026-02-17,FoodHub,Razorpay,NetBanking,10325.65,FAILED,Insufficient funds,193.72,0,,NOT_APPLICABLE
355,2026-01-09,TravelNow,Cashfree,UPI,3046.48,SUCCESS,,56.59,2989.89,2026-01-10,RECONCILED
356,2026-01-07,StyleKart,Stripe,Wallet,2603.04,SUCCESS,,14.17,2588.87,2026-01-09,RECONCILED
357,2026-01-28,StyleKart,Stripe,Card,13633.73,SUCCESS,,75.25,13558.48,2026-01-30,RECONCILED
358,2026-03-05,MediPlus,Razorpay,UPI,6238.68,SUCCESS,,57.37,6181.31,2026-03-05,RECONCILED
359,2026-02-01,TravelNow,Razorpay,Wallet,9498.24,SUCCESS,,158.89,9339.35,2026-02-02,RECONCILED
360,2026-02-14,FoodHub,Stripe,NetBanking,13698.89,SUCCESS,,105.44,13593.45,2026-02-15,RECONCILED
361,2026-02-05,QuickMart,PayU,Card,973.01,PENDING,Insufficient funds,19.08,0,,NOT_APPLICABLE
362,2026-03-26,QuickMart,Razorpay,Card,3693.18,SUCCESS,,50.36,3642.82,2026-03-27,RECONCILED
363,2026-01-23,MediPlus,PayU,UPI,3624.61,SUCCESS,,56.37,3568.24,2026-01-24,RECONCILED
364,2026-01-19,QuickMart,Stripe,NetBanking,8490.32,SUCCESS,,64.81,8425.51,2026-01-19,RECONCILED
365,2026-03-19,StyleKart,Razorpay,NetBanking,3360.25,SUCCESS,,63.07,3297.18,2026-03-19,RECONCILED
366,2026-01-23,QuickMart,PayU,UPI,13789.83,FAILED,Limit exceeded,73.48,0,,NOT_APPLICABLE
367,2026-01-15,MediPlus,Razorpay,NetBanking,12712.57,FAILED,Technical error,197.91,0,,NOT_APPLICABLE
368,2026-01-13,QuickMart,Cashfree,Wallet,5114.76,SUCCESS,,86.33,5028.43,2026-01-14,RECONCILED
369,2026-03-13,TravelNow,PayU,Card,10434.05,FAILED,Bank timeout,156.33,0,,NOT_APPLICABLE
370,2026-02-09,MediPlus,Cashfree,UPI,11036.53,SUCCESS,,212.25,10824.28,2026-02-11,RECONCILED
371,2026-01-05,FoodHub,Cashfree,UPI,2813.02,SUCCESS,,53.59,2759.43,2026-01-05,RECONCILED
372,2026-01-31,FoodHub,Razorpay,NetBanking,5267.47,SUCCESS,,61.63,5205.84,2026-02-01,RECONCILED
373,2026-02-14,QuickMart,Razorpay,UPI,3924.2,SUCCESS,,42.34,3881.86,2026-02-16,RECONCILED
374,2026-02-22,QuickMart,Stripe,UPI,7446.92,SUCCESS,,129.82,7317.1,2026-02-24,RECONCILED
375,2026-01-21,FoodHub,Razorpay,NetBanking,6824.18,SUCCESS,,36.18,6788.0,2026-01-22,RECONCILED
376,2026-02-13,FoodHub,Razorpay,UPI,2634.57,SUCCESS,,26.53,2608.04,2026-02-15,RECONCILED
377,2026-02-25,QuickMart,Stripe,Card,14142.39,SUCCESS,,82.07,14060.32,2026-02-26,RECONCILED
378,2026-02-22,MediPlus,PayU,NetBanking,10488.23,SUCCESS,,99.23,10389.0,2026-02-22,RECONCILED
379,2026-03-12,MediPlus,PayU,UPI,12613.83,SUCCESS,,143.98,12469.85,2026-03-13,RECONCILED
380,2026-03-03,StyleKart,Cashfree,NetBanking,3075.15,SUCCESS,,60.44,3014.71,2026-03-04,RECONCILED
381,2026-02-20,QuickMart,PayU,UPI,7117.07,FAILED,Technical error,104.11,0,,NOT_APPLICABLE
382,2026-02-17,StyleKart,Stripe,UPI,13293.84,SUCCESS,,118.97,13174.87,2026-02-18,RECONCILED
383,2026-03-14,MediPlus,Razorpay,UPI,1018.43,SUCCESS,,15.3,1003.13,2026-03-16,RECONCILED
384,2026-01-30,TravelNow,Stripe,Wallet,8348.67,FAILED,Bank timeout,113.46,0,,NOT_APPLICABLE
385,2026-02-08,QuickMart,Razorpay,Card,1276.43,FAILED,Technical error,8.69,0,,NOT_APPLICABLE
386,2026-01-22,QuickMart,Cashfree,UPI,14585.26,SUCCESS,,165.55,14419.71,2026-01-24,RECONCILED
387,2026-03-18,MediPlus,Razorpay,UPI,3942.51,FAILED,Technical error,42.66,0,,NOT_APPLICABLE
388,2026-02-11,MediPlus,Razorpay,Wallet,12863.7,SUCCESS,,86.03,12777.67,2026-02-11,RECONCILED
389,2026-03-16,StyleKart,Razorpay,UPI,11399.82,FAILED,Limit exceeded,191.36,0,,NOT_APPLICABLE
390,2026-02-22,MediPlus,Stripe,UPI,4035.64,SUCCESS,,30.6,4005.04,2026-02-23,RECONCILED
391,2026-03-29,StyleKart,PayU,Card,10435.55,SUCCESS,,59.89,10375.66,2026-03-30,RECONCILED
392,2026-01-03,QuickMart,PayU,NetBanking,5134.2,SUCCESS,,90.58,5043.62,2026-01-05,RECONCILED
393,2026-01-18,QuickMart,PayU,NetBanking,4577.16,SUCCESS,,72.92,4504.24,2026-01-20,RECONCILED
394,2026-02-26,QuickMart,Stripe,NetBanking,3249.72,FAILED,Limit exceeded,56.27,0,,NOT_APPLICABLE
395,2026-01-09,QuickMart,Cashfree,UPI,4735.73,SUCCESS,,36.02,4699.71,2026-01-09,RECONCILED
396,2026-01-05,MediPlus,Cashfree,NetBanking,6901.09,FAILED,Technical error,72.64,0,,NOT_APPLICABLE
397,2026-02-20,TravelNow,Razorpay,Card,9567.61,SUCCESS,,101.29,9466.32,2026-02-22,RECONCILED
398,2026-03-17,MediPlus,PayU,UPI,8314.87,SUCCESS,,77.13,8237.74,2026-03-18,RECONCILED
399,2026-01-28,FoodHub,Cashfree,NetBanking,12870.96,SUCCESS,,190.15,12680.81,2026-01-30,UNRECONCILED
400,2026-03-02,StyleKart,Razorpay,Card,13681.58,SUCCESS,,120.2,13561.38,2026-03-03,RECONCILED
401,2026-02-24,MediPlus,Stripe,NetBanking,13442.7,FAILED,Invalid credentials,111.21,0,,NOT_APPLICABLE
402,2026-03-21,StyleKart,PayU,NetBanking,6017.57,SUCCESS,,57.03,5960.54,2026-03-21,RECONCILED
403,2026-02-05,QuickMart,PayU,NetBanking,9644.86,FAILED,Limit exceeded,75.47,0,,NOT_APPLICABLE
404,2026-01-08,TravelNow,Stripe,NetBanking,12100.9,SUCCESS,,184.07,11916.83,2026-01-10,UNRECONCILED
405,2026-02-07,StyleKart,Stripe,UPI,3965.45,SUCCESS,,54.51,3910.94,2026-02-09,RECONCILED
406,2026-01-29,MediPlus,Stripe,NetBanking,10326.14,SUCCESS,,130.21,10195.93,2026-01-29,RECONCILED
407,2026-01-24,QuickMart,PayU,Card,4477.38,SUCCESS,,85.98,4391.4,2026-01-25,RECONCILED
408,2026-02-15,StyleKart,Stripe,NetBanking,3427.59,FAILED,Limit exceeded,36.25,0,,NOT_APPLICABLE
409,2026-03-01,TravelNow,Razorpay,Wallet,12783.09,SUCCESS,,234.46,12548.63,2026-03-03,RECONCILED
410,2026-03-09,MediPlus,Cashfree,Card,4545.5,SUCCESS,,90.39,4455.11,2026-03-10,RECONCILED
411,2026-02-28,StyleKart,Cashfree,UPI,2234.04,FAILED,Bank timeout,27.51,0,,NOT_APPLICABLE
412,2026-03-23,FoodHub,Cashfree,Card,964.4,SUCCESS,,13.16,951.24,2026-03-23,RECONCILED
413,2026-01-17,MediPlus,Stripe,Wallet,9255.75,SUCCESS,,180.3,9075.45,2026-01-18,UNRECONCILED
414,2026-01-26,QuickMart,PayU,Card,10986.82,PENDING,Insufficient funds,57.89,0,,NOT_APPLICABLE
415,2026-01-29,FoodHub,Cashfree,UPI,10433.52,SUCCESS,,112.19,10321.33,2026-01-31,RECONCILED
416,2026-01-06,TravelNow,PayU,Wallet,4543.21,SUCCESS,,83.23,4459.98,2026-01-06,RECONCILED
417,2026-02-15,QuickMart,Stripe,UPI,11276.72,SUCCESS,,95.02,11181.7,2026-02-17,RECONCILED
418,2026-01-03,MediPlus,PayU,UPI,8886.42,SUCCESS,,94.44,8791.98,2026-01-05,RECONCILED
419,2026-03-21,TravelNow,Razorpay,UPI,823.95,PENDING,Insufficient funds,4.72,0,,NOT_APPLICABLE
420,2026-02-26,StyleKart,Stripe,Card,5765.78,SUCCESS,,46.6,5719.18,2026-02-28,RECONCILED
421,2026-02-23,MediPlus,PayU,Card,9958.8,SUCCESS,,112.36,9846.44,2026-02-23,RECONCILED
422,2026-01-16,QuickMart,Stripe,Card,4312.33,SUCCESS,,60.95,4251.38,2026-01-17,RECONCILED
423,2026-02-15,StyleKart,Razorpay,Wallet,10581.21,SUCCESS,,197.4,10383.81,2026-02-17,RECONCILED
424,2026-01-31,FoodHub,Razorpay,Wallet,140.8,SUCCESS,,1.02,139.78,2026-01-31,RECONCILED
425,2026-01-13,QuickMart,Stripe,NetBanking,13581.21,SUCCESS,,121.71,13459.5,2026-01-13,RECONCILED
426,2026-01-06,FoodHub,PayU,Wallet,12798.51,SUCCESS,,205.78,12592.73,2026-01-06,RECONCILED
427,2026-01-02,StyleKart,Cashfree,NetBanking,12794.78,SUCCESS,,132.59,12662.19,2026-01-03,RECONCILED
428,2026-01-12,TravelNow,Razorpay,Wallet,5652.07,SUCCESS,,62.19,5589.88,2026-01-13,RECONCILED
429,2026-03-30,QuickMart,Cashfree,UPI,12775.01,SUCCESS,,89.27,12685.74,2026-04-01,RECONCILED
430,2026-01-14,QuickMart,Stripe,Card,6298.81,SUCCESS,,89.25,6209.56,2026-01-15,RECONCILED
431,2026-03-03,FoodHub,Stripe,Wallet,13813.93,SUCCESS,,78.6,13735.33,2026-03-04,RECONCILED
432,2026-03-28,FoodHub,Cashfree,NetBanking,7919.79,SUCCESS,,101.27,7818.52,2026-03-30,RECONCILED
433,2026-02-25,MediPlus,PayU,Wallet,9959.53,SUCCESS,,72.01,9887.52,2026-02-27,RECONCILED
434,2026-01-07,TravelNow,Stripe,Wallet,273.51,FAILED,Insufficient funds,4.93,0,,NOT_APPLICABLE
435,2026-02-11,TravelNow,Razorpay,Card,3689.29,PENDING,Technical error,48.91,0,,NOT_APPLICABLE
436,2026-01-31,TravelNow,Stripe,UPI,1274.58,SUCCESS,,22.75,1251.83,2026-02-01,RECONCILED
437,2026-03-25,StyleKart,Razorpay,UPI,364.76,SUCCESS,,6.34,358.42,2026-03-27,RECONCILED
438,2026-03-07,TravelNow,Stripe,NetBanking,8478.76,SUCCESS,,88.6,8390.16,2026-03-07,RECONCILED
439,2026-02-12,QuickMart,Stripe,NetBanking,8446.25,SUCCESS,,132.93,8313.32,2026-02-12,RECONCILED
440,2026-01-01,QuickMart,PayU,NetBanking,5186.22,FAILED,Insufficient funds,80.55,0,,NOT_APPLICABLE
441,2026-03-05,TravelNow,Stripe,UPI,2192.69,SUCCESS,,19.33,2173.36,2026-03-05,RECONCILED
442,2026-01-28,MediPlus,PayU,UPI,6909.99,SUCCESS,,113.03,6796.96,2026-01-28,RECONCILED
443,2026-01-16,TravelNow,Cashfree,Wallet,11604.96,SUCCESS,,58.78,11546.18,2026-01-18,RECONCILED
444,2026-03-16,MediPlus,Cashfree,Card,7295.69,SUCCESS,,116.42,7179.27,2026-03-16,RECONCILED
445,2026-03-19,StyleKart,Stripe,Wallet,13252.17,SUCCESS,,260.97,12991.2,2026-03-21,RECONCILED
446,2026-02-20,MediPlus,Stripe,Card,14457.54,PENDING,Limit exceeded,102.25,0,,NOT_APPLICABLE
447,2026-02-08,StyleKart,PayU,Card,12661.81,SUCCESS,,101.46,12560.35,2026-02-10,RECONCILED
448,2026-03-28,MediPlus,Cashfree,NetBanking,2076.81,SUCCESS,,32.51,2044.3,2026-03-29,RECONCILED
449,2026-03-15,TravelNow,PayU,Wallet,14145.84,SUCCESS,,242.24,13903.6,2026-03-17,RECONCILED
450,2026-01-19,FoodHub,PayU,Card,890.67,SUCCESS,,17.59,873.08,2026-01-21,RECONCILED
451,2026-03-30,MediPlus,Razorpay,NetBanking,11786.93,SUCCESS,,202.86,11584.07,2026-03-30,RECONCILED
452,2026-01-29,TravelNow,Cashfree,NetBanking,11161.95,SUCCESS,,171.83,10990.12,2026-01-29,RECONCILED
453,2026-02-23,QuickMart,PayU,UPI,14354.86,PENDING,Invalid credentials,74.57,0,,NOT_APPLICABLE
454,2026-03-21,MediPlus,Stripe,Card,13045.86,FAILED,Invalid credentials,243.6,0,,NOT_APPLICABLE
455,2026-03-11,QuickMart,Cashfree,NetBanking,11102.91,SUCCESS,,130.26,10972.65,2026-03-13,RECONCILED
